app_date,cred_score,device_cost,down_payment,payment_type,borrower_age,delinquency_90_days
2022-06-17,654,1246.91,209.32,Cash,36,Performing/paid off
2021-09-10,810,1040.71,272.78,Cash,43,Performing/paid off
2021-10-27,702,995.44,310.28,Credit,50,Performing/paid off
2020-11-26,640,958.1,241.26,Credit,35,Performing/paid off
2023-08-03,550,1303.97,69.22,Credit,31,Performing/paid off
2025-04-23,634,1135.67,45.17,Credit,22,Performing/paid off
2021-09-25,618,1161.77,180.1,Credit,36,90+ delinquent/default
2022-07-19,811,1152.31,307.05,Credit,35,Performing/paid off
2023-02-12,706,1051.95,176.99,Credit,42,90+ delinquent/default
2023-03-16,813,1010.59,353.3,Cash,30,Performing/paid off
2025-06-10,697,1048.3,62.96,Cash,32,Performing/paid off
2024-08-03,677,1093.25,217.92,Cash,35,Performing/paid off
2021-06-08,713,887.28,125.87,Credit,24,Performing/paid off
2025-05-05,615,1077.38,82.82,Credit,36,Performing/paid off
2020-03-21,696,688.63,232.74,Credit,30,Performing/paid off
2021-09-04,729,730.68,100.03,Credit,39,Performing/paid off
2023-04-23,627,1007.01,169.12,Cash,40,Performing/paid off
2020-11-18,814,518.9,38.8,Cash,38,Performing/paid off
2020-10-12,733,1208.29,223.36,Cash,54,90+ delinquent/default
2024-11-02,588,916.72,204.24,Credit,36,Performing/paid off
2022-07-20,759,903.96,138.63,Cash,32,Performing/paid off
2025-01-09,710,1310.02,157.02,Cash,43,Performing/paid off
2023-08-07,744,1279.99,283.33,Cash,34,Performing/paid off
2022-03-25,674,999.67,230.32,Cash,42,90+ delinquent/default
2023-03-29,619,597.91,0.0,Cash,37,Performing/paid off
2023-06-29,479,793.21,43.08,Cash,28,90+ delinquent/default
2021-05-26,751,788.16,175.45,Credit,40,Performing/paid off
2020-09-26,579,978.56,187.22,Credit,42,90+ delinquent/default
2020-10-23,712,1082.01,203.37,Cash,30,90+ delinquent/default
2020-03-08,708,830.93,173.72,Bank transfer,40,Performing/paid off
2024-08-13,590,980.35,108.08,Cash,43,90+ delinquent/default
2025-02-12,637,1189.95,257.34,Cash,46,Performing/paid off
2024-01-24,725,1189.29,243.01,Credit,18,Performing/paid off
2025-09-14,597,990.35,102.08,Cash,39,Performing/paid off
2024-05-28,572,1167.72,94.34,Credit,35,Performing/paid off
2025-08-10,833,1149.72,238.96,Credit,36,Performing/paid off
2025-08-23,763,1170.86,307.15,Bank transfer,32,Performing/paid off
2022-03-20,678,978.2,196.97,Credit,33,Performing/paid off
2020-06-22,745,1027.34,98.41,Credit,39,Performing/paid off
2021-01-30,758,1094.35,126.17,Credit,30,90+ delinquent/default
2022-04-08,588,1235.74,197.14,Cash,37,90+ delinquent/default
2024-03-28,490,1152.93,0.0,Credit,38,90+ delinquent/default
2022-11-23,748,868.07,169.61,Cash,51,Performing/paid off
2024-09-16,655,1025.37,134.01,Credit,26,Performing/paid off
2022-10-22,599,1044.72,110.93,Credit,40,90+ delinquent/default
2021-06-01,673,1012.71,162.69,Cash,31,Performing/paid off
2024-07-25,667,1064.78,64.71,Cash,46,90+ delinquent/default
2023-05-06,706,870.67,216.14,Bank transfer,31,90+ delinquent/default
2022-04-02,608,936.11,60.33,Cash,37,Performing/paid off
2020-06-18,596,858.61,50.39,Credit,50,Performing/paid off
2022-11-14,716,896.43,161.17,Credit,48,Performing/paid off
2020-04-17,698,760.0,72.84,Credit,28,90+ delinquent/default
2023-11-23,808,1292.2,310.94,Credit,20,Performing/paid off
2022-08-19,665,910.62,220.25,Credit,30,90+ delinquent/default
2021-03-09,783,879.69,197.96,Credit,35,90+ delinquent/default
2025-07-10,665,955.38,126.43,Credit,46,Performing/paid off
2024-12-13,606,896.29,22.95,Cash,47,90+ delinquent/default
2021-03-15,786,668.08,329.31,Cash,32,Performing/paid off
2021-05-30,781,847.56,143.94,Credit,31,90+ delinquent/default
2021-04-23,603,821.01,0.0,Cash,42,90+ delinquent/default
2024-01-07,836,1036.55,499.37,Credit,41,90+ delinquent/default
2021-05-02,673,953.23,157.76,Bank transfer,36,Performing/paid off
2023-08-29,605,896.48,0.0,Credit,38,Performing/paid off
2021-07-05,589,930.34,190.18,Cash,57,Performing/paid off
2020-12-10,750,918.68,353.66,Cash,37,Performing/paid off
2021-09-28,659,1058.31,53.39,Credit,31,90+ delinquent/default
2021-12-30,673,664.31,173.53,Cash,29,Performing/paid off
2025-05-04,661,1253.91,273.06,Credit,52,Performing/paid off
2024-02-22,685,896.8,13.08,Credit,34,Performing/paid off
2023-11-02,696,838.6,0.0,Cash,30,Performing/paid off
2020-05-10,684,950.35,121.07,Bank transfer,46,Performing/paid off
2023-01-07,638,1023.09,58.37,Credit,34,90+ delinquent/default
2021-08-13,710,844.45,156.1,Cash,53,90+ delinquent/default
2024-01-24,555,1040.19,0.0,Credit,51,Performing/paid off
2025-04-12,693,1004.68,171.06,Credit,43,Performing/paid off
2022-10-19,701,1239.18,186.84,Bank transfer,18,Performing/paid off
2022-12-20,621,1029.88,64.49,Cash,38,Performing/paid off
2021-01-21,802,906.24,163.02,Cash,55,Performing/paid off
2020-12-20,754,929.9,158.93,Credit,32,90+ delinquent/default
2024-07-29,680,830.72,135.68,Credit,22,Performing/paid off
2022-03-29,732,931.29,416.92,Cash,35,Performing/paid off
2022-11-20,656,781.41,155.17,Credit,47,Performing/paid off
2021-07-03,745,845.25,175.1,Credit,29,Performing/paid off
2022-11-06,654,942.2,162.37,Credit,36,Performing/paid off
2021-01-02,772,856.23,189.04,Bank transfer,24,Performing/paid off
2022-11-15,685,1068.87,97.01,Cash,34,Performing/paid off
2020-10-22,666,665.38,182.44,Cash,34,Performing/paid off
2020-02-07,700,675.09,196.89,Cash,30,90+ delinquent/default
2020-11-27,604,719.82,54.93,Cash,33,Performing/paid off
2024-03-09,682,1352.36,62.69,Credit,32,Performing/paid off
2022-05-28,738,653.18,114.62,Bank transfer,32,Performing/paid off
2023-07-07,689,937.1,118.88,Credit,38,Performing/paid off
2024-11-18,705,1010.48,209.67,Cash,42,Performing/paid off
2022-09-22,653,945.47,79.0,Cash,36,Performing/paid off
2021-02-15,741,781.56,257.81,Credit,18,Performing/paid off
2021-06-10,798,766.07,104.78,Credit,38,Performing/paid off
2020-05-29,752,937.48,240.25,Cash,29,90+ delinquent/default
2024-12-09,756,721.49,251.8,Cash,18,Performing/paid off
2023-04-26,547,977.1,7.13,Credit,50,90+ delinquent/default
2020-06-02,760,924.59,242.95,Cash,38,90+ delinquent/default
2025-09-20,692,1124.33,20.36,Cash,33,Performing/paid off
2022-11-03,731,679.89,250.58,Bank transfer,34,Performing/paid off
2022-08-01,669,851.03,130.68,Credit,25,Performing/paid off
2020-02-16,650,773.34,142.99,Credit,43,Performing/paid off
2022-11-04,599,716.66,29.26,Credit,27,Performing/paid off
2020-11-06,494,904.26,0.0,Cash,37,Performing/paid off
2020-09-05,725,872.76,65.72,Cash,40,90+ delinquent/default
2025-02-23,720,983.27,126.65,Bank transfer,30,Performing/paid off
2022-12-03,651,828.27,116.64,Cash,44,Performing/paid off
2020-02-20,674,847.79,3.69,Credit,47,90+ delinquent/default
2022-06-09,621,805.76,126.81,Cash,24,Performing/paid off
2024-08-04,623,704.41,49.59,Credit,38,Performing/paid off
2021-02-13,779,936.97,256.41,Credit,19,Performing/paid off
2021-10-03,710,754.49,4.29,Cash,46,Performing/paid off
2020-01-08,597,872.97,49.16,Credit,41,Performing/paid off
2023-11-12,750,1022.08,143.26,Credit,55,Performing/paid off
2025-09-22,751,1069.9,168.18,Credit,43,Performing/paid off
2021-07-15,592,931.48,38.21,Bank transfer,27,Performing/paid off
2025-05-27,680,880.92,55.11,Cash,48,Performing/paid off
2020-05-06,430,945.66,0.0,Credit,32,90+ delinquent/default
2022-10-30,640,1004.72,64.98,Credit,33,90+ delinquent/default
2022-12-03,584,1171.44,160.34,Credit,26,90+ delinquent/default
2020-11-20,703,858.55,195.26,Bank transfer,47,Performing/paid off
2021-11-27,673,1220.68,137.89,Credit,33,Performing/paid off
2024-07-22,679,895.72,74.76,Credit,32,Performing/paid off
2020-06-23,625,1235.15,258.59,Cash,52,Performing/paid off
2020-09-14,634,712.62,97.92,Credit,39,Performing/paid off
2022-04-09,688,805.31,98.73,Cash,43,Performing/paid off
2020-06-04,765,369.09,20.51,Credit,43,Performing/paid off
2022-07-22,614,1082.38,42.81,Bank transfer,18,90+ delinquent/default
2020-11-17,663,864.86,128.56,Cash,46,90+ delinquent/default
2025-05-06,679,786.78,226.04,Credit,34,Performing/paid off
2020-04-23,850,942.86,259.35,Credit,27,Performing/paid off
2021-08-26,716,856.96,239.71,Cash,20,90+ delinquent/default
2024-11-20,728,1160.71,218.41,Credit,32,Performing/paid off
2023-09-28,744,974.03,259.93,Credit,33,Performing/paid off
2024-03-04,775,826.89,340.55,Credit,27,Performing/paid off
2024-03-12,724,848.29,154.41,Credit,52,90+ delinquent/default
2021-11-05,615,1154.19,113.88,Bank transfer,38,Performing/paid off
2024-06-24,737,923.68,0.0,Credit,43,90+ delinquent/default
2024-10-05,825,856.93,155.12,Cash,18,90+ delinquent/default
2023-01-18,611,814.17,17.91,Cash,23,90+ delinquent/default
2023-09-01,708,997.58,93.05,Cash,37,Performing/paid off
2020-04-29,738,622.99,205.0,Credit,36,90+ delinquent/default
2022-08-18,554,805.26,0.0,Cash,45,90+ delinquent/default
2024-08-05,729,1015.14,139.71,Credit,24,Performing/paid off
2022-08-14,639,859.26,18.6,Cash,31,90+ delinquent/default
2021-08-01,680,948.76,206.23,Credit,46,Performing/paid off
2024-12-21,617,1182.33,25.89,Bank transfer,40,Performing/paid off
2024-10-09,558,1074.19,181.6,Credit,47,90+ delinquent/default
2025-06-10,708,1068.26,179.35,Cash,29,Performing/paid off
2024-01-26,788,986.73,198.87,Credit,55,Performing/paid off
2023-10-29,641,1192.88,81.08,Bank transfer,53,Performing/paid off
2020-12-06,712,837.88,80.21,Cash,35,Performing/paid off
2021-12-07,685,1025.59,95.81,Credit,18,90+ delinquent/default
2023-10-05,629,1104.81,0.0,Credit,40,90+ delinquent/default
2024-01-22,604,925.63,210.5,Cash,34,90+ delinquent/default
2025-05-09,642,1186.32,112.33,Credit,29,Performing/paid off
2020-07-08,666,720.67,1.22,Credit,42,Performing/paid off
2021-06-24,748,1012.59,190.12,Credit,35,Performing/paid off
2020-08-26,689,788.33,279.34,Credit,21,Performing/paid off
2020-01-02,773,769.29,138.77,Credit,19,Performing/paid off
2023-08-19,672,753.62,63.09,Bank transfer,28,90+ delinquent/default
2024-10-16,793,1032.58,272.97,Credit,48,Performing/paid off
2023-07-24,761,663.53,271.81,Credit,34,Performing/paid off
2020-09-08,683,845.42,249.46,Credit,32,Performing/paid off
2024-12-06,587,1193.2,17.21,Cash,35,Performing/paid off
2020-08-18,666,1096.95,27.5,Cash,33,Performing/paid off
2022-12-26,545,917.2,100.92,Cash,26,Performing/paid off
2025-07-07,735,1290.05,364.65,Cash,40,Performing/paid off
2025-02-17,737,1260.84,291.68,Cash,18,90+ delinquent/default
2020-07-24,754,744.37,144.71,Credit,37,Performing/paid off
2024-05-12,554,920.17,0.0,Credit,39,90+ delinquent/default
2021-07-10,584,968.13,4.26,Cash,27,90+ delinquent/default
2021-11-13,707,725.81,67.49,Credit,33,Performing/paid off
2020-08-17,682,555.27,215.88,Credit,38,Performing/paid off
2023-09-02,720,907.84,189.26,Cash,36,Performing/paid off
2022-07-29,664,1089.15,80.39,Credit,21,Performing/paid off
2025-06-30,738,1160.03,135.61,Credit,20,Performing/paid off
2024-06-05,647,1153.05,163.86,Credit,36,Performing/paid off
2025-05-10,667,958.96,281.35,Credit,44,90+ delinquent/default
2020-09-24,685,957.01,34.01,Credit,47,Performing/paid off
2021-10-10,690,895.11,222.71,Credit,38,Performing/paid off
2025-01-24,631,859.11,110.61,Credit,34,Performing/paid off
2024-11-24,670,1115.24,7.33,Cash,35,90+ delinquent/default
2022-04-07,667,696.56,0.0,Credit,44,Performing/paid off
2024-04-04,691,1171.45,188.24,Cash,18,Performing/paid off
2025-08-24,758,981.96,154.01,Bank transfer,31,Performing/paid off
2025-03-20,701,944.41,116.88,Cash,30,90+ delinquent/default
2022-04-22,586,991.38,53.19,Credit,20,90+ delinquent/default
2025-04-09,547,1296.26,30.97,Cash,19,Performing/paid off
2023-05-09,627,1386.49,138.06,Credit,31,90+ delinquent/default
2022-08-03,765,1010.42,190.34,Credit,38,Performing/paid off
2023-04-18,724,1044.74,238.97,Credit,31,Performing/paid off
2021-08-13,807,938.25,353.12,Credit,36,Performing/paid off
2022-10-16,682,1228.56,185.75,Credit,36,Performing/paid off
2023-01-15,679,1161.05,161.91,Credit,49,Performing/paid off
2025-07-26,701,1018.83,220.08,Credit,38,Performing/paid off
2024-04-02,629,1080.5,185.37,Cash,33,90+ delinquent/default
2020-03-20,598,711.84,0.0,Cash,41,90+ delinquent/default
2021-08-27,572,1132.8,117.52,Cash,32,90+ delinquent/default
2022-07-23,744,1136.14,285.23,Cash,19,90+ delinquent/default
2020-08-13,680,725.31,155.64,Credit,46,Performing/paid off
2025-05-11,657,1074.91,140.17,Credit,18,90+ delinquent/default
2024-07-25,638,821.21,49.35,Credit,18,Performing/paid off
2024-08-12,689,911.14,168.75,Credit,30,Performing/paid off
2024-02-04,747,891.74,172.41,Bank transfer,39,Performing/paid off
2024-07-16,641,1379.81,134.24,Credit,49,Performing/paid off
2023-03-20,623,987.69,90.6,Credit,28,Performing/paid off
2021-09-10,702,873.25,106.58,Credit,36,Performing/paid off
2022-08-08,822,679.84,222.71,Bank transfer,35,Performing/paid off
2022-11-09,740,1091.16,269.0,Credit,28,Performing/paid off
2021-09-30,749,1247.15,292.61,Cash,34,Performing/paid off
2022-08-10,656,801.91,17.35,Cash,20,90+ delinquent/default
2023-12-15,570,914.13,119.76,Cash,36,90+ delinquent/default
2021-10-22,648,690.86,145.98,Cash,49,Performing/paid off
2021-03-26,687,766.98,226.6,Credit,49,Performing/paid off
2020-06-19,781,595.31,0.0,Credit,38,Performing/paid off
2020-08-07,744,757.24,349.74,Credit,25,Performing/paid off
2021-05-12,741,1071.95,314.0,Credit,32,Performing/paid off
2024-01-20,680,956.32,203.91,Credit,18,Performing/paid off
2021-07-02,605,691.57,0.0,Credit,28,Performing/paid off
2025-07-10,663,1204.37,221.75,Credit,18,Performing/paid off
2023-10-12,620,861.75,120.76,Credit,38,Performing/paid off
2023-08-20,717,1009.11,295.92,Cash,41,Performing/paid off
2023-04-03,696,984.97,128.54,Cash,37,Performing/paid off
2023-09-12,529,817.68,0.0,Cash,37,Performing/paid off
2021-12-19,698,960.95,95.73,Cash,18,90+ delinquent/default
2023-06-25,628,1185.57,254.19,Credit,48,Performing/paid off
2022-06-03,678,958.24,48.15,Credit,44,90+ delinquent/default
2021-12-21,681,993.95,161.55,Cash,38,Performing/paid off
2022-09-16,663,1321.59,27.89,Credit,21,Performing/paid off
2024-10-03,632,1294.61,70.02,Credit,33,90+ delinquent/default
2025-05-06,724,1181.02,336.25,Credit,18,Performing/paid off
2021-10-23,605,880.96,207.07,Credit,30,Performing/paid off
2025-08-14,707,1094.08,291.95,Credit,28,Performing/paid off
2023-09-25,664,1081.73,132.74,Cash,18,90+ delinquent/default
2023-04-05,637,991.39,89.03,Cash,42,90+ delinquent/default
2020-07-16,750,911.81,155.85,Cash,28,Performing/paid off
2022-11-16,682,1052.22,77.25,Credit,30,Performing/paid off
2023-01-08,734,797.41,182.62,Credit,50,Performing/paid off
2022-03-13,657,782.66,6.41,Credit,49,Performing/paid off
2024-08-21,682,923.45,73.9,Credit,38,90+ delinquent/default
2024-05-22,687,1080.94,154.07,Cash,26,Performing/paid off
2022-07-08,700,777.62,238.84,Cash,39,Performing/paid off
2024-12-18,659,977.42,176.15,Credit,46,Performing/paid off
2021-08-08,850,759.73,205.79,Credit,18,Performing/paid off
2021-02-04,803,1074.45,272.83,Credit,39,90+ delinquent/default
2025-09-07,681,1043.22,217.39,Cash,33,Performing/paid off
2020-08-15,759,870.77,168.38,Credit,37,Performing/paid off
2020-04-02,554,855.0,95.74,Credit,24,Performing/paid off
2022-03-04,612,800.68,168.97,Credit,43,Performing/paid off
2022-09-24,597,860.79,32.71,Cash,31,90+ delinquent/default
2023-10-07,696,896.52,108.21,Cash,40,Performing/paid off
2022-11-09,683,610.74,72.49,Credit,54,Performing/paid off
2022-06-18,669,927.78,47.2,Cash,40,Performing/paid off
2021-01-03,741,535.75,140.09,Cash,40,Performing/paid off
2021-12-25,533,1094.18,12.46,Cash,20,Performing/paid off
2021-07-01,708,706.18,85.46,Cash,23,Performing/paid off
2020-08-14,685,647.52,143.61,Credit,35,90+ delinquent/default
2020-02-28,850,742.99,137.15,Bank transfer,36,Performing/paid off
2022-05-05,538,971.63,88.89,Cash,31,Performing/paid off
2023-03-16,673,1006.65,169.96,Credit,18,90+ delinquent/default
2022-05-11,582,843.0,46.4,Credit,40,Performing/paid off
2022-12-20,765,815.99,165.4,Credit,22,Performing/paid off
2022-12-15,705,964.04,57.42,Cash,55,90+ delinquent/default
2023-03-30,773,677.69,86.14,Cash,30,Performing/paid off
2025-06-30,771,997.98,212.45,Credit,43,Performing/paid off
2020-12-18,825,741.52,187.02,Credit,36,90+ delinquent/default
2024-11-08,800,862.79,304.28,Credit,42,Performing/paid off
2025-01-30,606,1103.71,140.56,Credit,18,Performing/paid off
2023-07-31,688,1250.44,273.4,Bank transfer,32,Performing/paid off
2021-10-02,668,739.48,0.0,Credit,37,90+ delinquent/default
2022-02-01,656,663.52,111.3,Credit,27,Performing/paid off
2022-03-06,722,1132.53,365.57,Credit,43,Performing/paid off
2025-09-15,709,1033.64,121.54,Credit,44,Performing/paid off
2021-12-12,587,831.41,70.61,Credit,34,90+ delinquent/default
2021-02-08,796,925.64,105.25,Credit,28,Performing/paid off
2023-05-18,776,568.49,105.32,Cash,21,Performing/paid off
2020-08-09,612,1082.33,142.72,Credit,38,Performing/paid off
2022-05-18,662,995.23,55.8,Credit,29,Performing/paid off
2020-10-07,689,812.45,178.08,Cash,35,Performing/paid off
2023-03-24,590,1339.22,79.26,Credit,30,Performing/paid off
2021-12-25,629,765.59,146.1,Credit,24,90+ delinquent/default
2024-04-10,761,1056.1,247.74,Credit,25,90+ delinquent/default
2024-02-24,787,918.22,220.71,Bank transfer,39,Performing/paid off
2023-04-16,622,868.16,48.21,Credit,46,90+ delinquent/default
2024-08-02,668,790.47,261.62,Credit,37,Performing/paid off
2024-06-21,726,1031.54,252.12,Bank transfer,20,Performing/paid off
2024-07-24,696,1023.97,145.5,Cash,40,90+ delinquent/default
2022-05-04,690,723.84,96.13,Credit,32,Performing/paid off
2024-03-24,642,839.21,47.44,Credit,33,Performing/paid off
2023-07-17,639,655.23,200.29,Cash,28,Performing/paid off
2021-06-29,701,1124.47,159.27,Credit,26,Performing/paid off
2024-04-18,626,887.5,28.35,Credit,30,Performing/paid off
2021-06-04,741,870.08,236.01,Bank transfer,51,Performing/paid off
2020-02-04,643,949.63,163.81,Credit,31,Performing/paid off
2022-06-23,690,1021.46,60.13,Credit,28,90+ delinquent/default
2021-06-10,577,945.98,168.58,Credit,32,Performing/paid off
2024-06-02,729,931.0,69.91,Credit,32,90+ delinquent/default
2024-11-15,744,1032.3,291.01,Cash,34,Performing/paid off
2022-11-22,706,943.98,32.16,Credit,22,90+ delinquent/default
2021-05-27,549,792.78,0.0,Cash,47,Performing/paid off
2024-07-17,601,1172.79,54.71,Cash,33,Performing/paid off
2022-08-08,776,821.12,19.97,Credit,36,Performing/paid off
2023-12-20,580,966.59,0.0,Bank transfer,29,Performing/paid off
2022-03-01,768,936.42,219.93,Cash,26,Performing/paid off
2022-12-06,727,1103.53,158.11,Credit,22,Performing/paid off
2021-05-06,655,755.92,94.83,Bank transfer,24,Performing/paid off
2021-10-31,611,832.07,99.76,Cash,23,Performing/paid off
2023-04-21,605,919.46,24.98,Cash,27,Performing/paid off
2020-11-15,738,1133.04,301.39,Credit,32,90+ delinquent/default
2021-02-21,651,977.91,80.39,Cash,25,Performing/paid off
2022-10-14,615,890.5,0.0,Bank transfer,33,Performing/paid off
2024-02-21,624,955.1,134.91,Credit,41,Performing/paid off
2024-12-11,621,927.19,157.7,Credit,28,Performing/paid off
2020-07-15,547,705.38,59.8,Cash,18,90+ delinquent/default
2022-01-26,564,877.49,79.5,Cash,50,Performing/paid off
2023-05-17,731,1083.83,185.07,Credit,24,90+ delinquent/default
2021-04-08,719,861.45,149.6,Bank transfer,46,Performing/paid off
2020-05-12,689,741.78,130.05,Cash,39,Performing/paid off
2024-03-05,628,1176.42,42.23,Cash,43,Performing/paid off
2024-08-12,713,927.48,271.35,Credit,39,Performing/paid off
2025-02-06,746,1298.1,267.48,Credit,18,Performing/paid off
2023-06-28,654,1092.44,32.22,Credit,27,Performing/paid off
2020-06-29,745,862.3,271.18,Cash,38,Performing/paid off
2022-05-28,567,1106.6,18.36,Credit,31,Performing/paid off
2025-06-02,707,1067.54,229.95,Cash,45,Performing/paid off
2024-04-09,693,1036.96,92.96,Bank transfer,31,90+ delinquent/default
2020-03-15,691,852.79,162.1,Credit,36,Performing/paid off
2023-05-21,647,874.33,17.06,Credit,27,90+ delinquent/default
2022-05-08,618,911.34,123.62,Credit,22,90+ delinquent/default
2025-03-11,640,1095.23,120.0,Cash,21,Performing/paid off
2024-10-12,763,964.59,168.97,Credit,29,Performing/paid off
2024-08-24,697,975.76,135.1,Cash,48,Performing/paid off
2024-09-20,678,1046.33,93.4,Cash,32,90+ delinquent/default
2025-08-19,671,923.15,77.51,Cash,23,Performing/paid off
2025-09-06,570,982.74,46.2,Credit,28,Performing/paid off
2025-04-28,547,927.05,0.0,Credit,31,Performing/paid off
2020-10-28,807,386.55,150.37,Credit,28,Performing/paid off
2021-06-16,617,1058.82,88.87,Cash,29,Performing/paid off
2020-05-19,688,964.62,102.34,Credit,38,Performing/paid off
2021-10-18,611,836.83,107.42,Bank transfer,35,Performing/paid off
2024-11-23,696,968.18,251.71,Credit,44,Performing/paid off
2023-10-01,695,1070.81,198.9,Cash,42,Performing/paid off
2020-01-07,593,731.27,0.0,Cash,49,90+ delinquent/default
2022-05-02,753,877.26,173.66,Credit,18,Performing/paid off
2021-08-06,766,767.74,290.28,Credit,33,Performing/paid off
2020-10-27,727,615.29,210.45,Credit,31,90+ delinquent/default
2024-06-23,683,1026.64,0.0,Credit,39,Performing/paid off
2021-05-11,803,998.77,210.33,Credit,56,90+ delinquent/default
2023-09-15,712,1213.15,204.17,Credit,31,Performing/paid off
2020-04-15,580,951.67,8.29,Cash,25,90+ delinquent/default
2022-08-03,651,1117.9,130.68,Credit,40,Performing/paid off
2024-09-13,658,1191.82,114.21,Credit,40,Performing/paid off
2020-08-23,641,983.38,51.39,Cash,18,Performing/paid off
2024-01-27,784,1022.42,241.96,Credit,22,Performing/paid off
2023-07-30,727,687.49,136.47,Credit,45,Performing/paid off
2024-09-25,649,1157.67,197.22,Cash,29,90+ delinquent/default
2022-05-08,706,692.8,221.43,Cash,46,Performing/paid off
2023-11-27,615,962.58,68.21,Credit,46,Performing/paid off
2024-05-12,612,1331.49,248.48,Cash,24,90+ delinquent/default
2020-11-12,674,919.18,186.02,Credit,32,Performing/paid off
2024-02-11,598,1343.37,72.37,Credit,35,Performing/paid off
2020-01-14,649,549.16,0.0,Cash,46,90+ delinquent/default
2022-10-19,640,912.83,57.89,Cash,31,Performing/paid off
2020-07-04,766,591.87,146.14,Credit,22,Performing/paid off
2022-01-03,710,909.73,266.27,Credit,47,Performing/paid off
2022-01-03,643,963.25,128.2,Credit,49,Performing/paid off
2024-04-12,657,1206.21,164.44,Credit,42,Performing/paid off
2023-07-24,585,904.17,19.8,Cash,22,90+ delinquent/default
2022-07-31,748,761.58,279.69,Credit,25,Performing/paid off
2024-01-15,751,770.02,135.93,Cash,42,Performing/paid off
2022-06-18,764,817.9,106.73,Credit,42,Performing/paid off
2021-06-29,631,724.06,135.21,Bank transfer,42,Performing/paid off
2024-03-22,741,829.66,340.55,Credit,33,Performing/paid off
2022-10-26,622,652.98,38.5,Credit,31,Performing/paid off
2023-01-30,641,1022.76,28.46,Credit,33,90+ delinquent/default
2024-09-30,699,1227.8,200.09,Bank transfer,29,Performing/paid off
2021-01-26,675,548.54,46.61,Credit,35,Performing/paid off
2021-10-08,620,1027.09,0.0,Credit,37,Performing/paid off
2021-12-23,706,884.07,108.03,Credit,36,Performing/paid off
2022-01-19,572,1221.1,0.0,Bank transfer,33,90+ delinquent/default
2023-09-09,668,1007.99,136.83,Cash,42,Performing/paid off
2023-12-20,740,974.42,132.06,Credit,19,Performing/paid off
2023-03-30,620,661.36,144.71,Bank transfer,18,Performing/paid off
2020-06-05,625,729.95,36.0,Credit,34,Performing/paid off
2020-10-11,570,974.76,11.75,Credit,37,90+ delinquent/default
2021-12-22,621,853.95,46.24,Bank transfer,34,90+ delinquent/default
2025-08-30,648,1276.12,254.65,Credit,29,Performing/paid off
2022-04-29,620,896.11,0.0,Credit,42,Performing/paid off
2025-08-21,629,815.02,112.28,Credit,21,Performing/paid off
2021-02-06,668,832.61,241.44,Cash,44,Performing/paid off
2021-08-22,600,873.23,90.43,Cash,40,90+ delinquent/default
2021-03-23,725,744.29,25.13,Bank transfer,45,90+ delinquent/default
2023-08-12,779,801.02,214.75,Bank transfer,27,Performing/paid off
2020-02-10,702,649.59,300.24,Credit,33,Performing/paid off
2025-03-24,617,940.13,149.42,Credit,39,Performing/paid off
2024-02-28,656,1079.74,125.25,Credit,46,Performing/paid off
2022-04-23,612,763.41,177.38,Credit,19,90+ delinquent/default
2025-08-26,703,1284.67,90.43,Bank transfer,30,Performing/paid off
2024-10-20,566,943.84,75.16,Cash,36,Performing/paid off
2023-10-28,685,1176.68,216.26,Bank transfer,42,Performing/paid off
2024-12-13,850,1164.99,369.33,Credit,35,90+ delinquent/default
2020-12-10,678,766.2,183.92,Credit,23,Performing/paid off
2020-02-02,719,753.94,105.04,Credit,29,Performing/paid off
2024-08-11,804,977.02,246.54,Cash,43,Performing/paid off
2020-05-19,699,907.69,40.8,Bank transfer,37,Performing/paid off
2024-05-05,693,938.22,99.83,Bank transfer,33,Performing/paid off
2020-07-23,533,1111.47,0.0,Credit,34,Performing/paid off
2021-04-28,693,805.67,251.96,Credit,38,90+ delinquent/default
2021-02-12,779,626.1,134.31,Credit,32,Performing/paid off
2021-10-26,621,963.54,112.58,Credit,42,90+ delinquent/default
2023-12-10,697,1030.3,146.16,Credit,26,90+ delinquent/default
2021-11-25,600,743.38,64.18,Cash,24,90+ delinquent/default
2020-08-24,654,978.65,146.67,Cash,24,90+ delinquent/default
2024-09-05,711,1053.7,89.44,Bank transfer,34,Performing/paid off
2021-06-18,767,629.87,120.3,Credit,22,Performing/paid off
2021-12-19,622,1013.3,215.06,Credit,28,Performing/paid off
2025-07-25,571,1107.59,117.57,Cash,37,Performing/paid off
2024-11-07,660,1037.59,119.39,Bank transfer,34,Performing/paid off
2024-03-08,737,1243.63,144.97,Credit,46,Performing/paid off
2021-01-31,670,832.38,77.01,Credit,31,Performing/paid off
2024-09-10,598,1018.61,125.06,Credit,31,90+ delinquent/default
2020-09-30,645,680.49,135.42,Credit,31,Performing/paid off
2022-06-19,710,733.73,137.62,Credit,33,Performing/paid off
2022-09-04,711,802.47,73.56,Credit,28,Performing/paid off
2020-11-21,721,1004.82,271.14,Credit,35,Performing/paid off
2023-10-04,535,1018.94,0.0,Credit,36,Performing/paid off
2024-11-14,715,1098.52,254.99,Credit,22,Performing/paid off
2021-08-02,741,837.18,152.23,Credit,31,Performing/paid off
2023-09-08,679,1116.73,226.18,Bank transfer,23,90+ delinquent/default
2025-08-30,676,1239.06,112.93,Bank transfer,38,Performing/paid off
